id,location,mode,required_skills,description
p265,Kolkata,DIGITAL,Good Programming Skills,"<p>Context: Thanksgiving and Black Friday sales are biggest revenue earning events for retailers and best deals/discounts are provided this time. So everybody loves the deals but unfortunately single item can be available from different merchants at different price.Its not always easy to find the available deal easily. Also price of an item can change frequently during this period. Most of the retailers provide price match which means one retailer will sell a particular item at a lower price advertised by competitor if the customer is able to show proof of lower price. Similarly, if price of an item drops within few weeks after purchase some credit card provider banks or the merchant it self can refund the difference of price. Goal: So the goal of the project is to build an industry standard solution, which will enable buyers to : 1.Find the best deal for an item among the offers by most reputed retailers from a single place. 2.Track price of an item selected by user from different merchants and notify them of a price drop alert, so that they can take advantage of price match/drop policy 3. Users can add an item an to watch list, system will track the price of an item from different merchants and provide visual trend based on historical data.This will enable buyers to pind down the best time to buy an item 4.Users can choose to unsubscribe from the alert when no longer needed. Basic requirements: 1.Pre-requisite should be to get development api key from major retailers like Amazon, BestBuy, Walmart, Target etc which are publicly available and documented. 2. Different api responses will have different structures and identifiers.To verify that different products from different merchants are same we should rely on the UPC code if its available. 3.For historical data, different api responses should be converted to uniform structure and stored in own database provided retailer&#39;s api policy permits that. 4.System should distinguish between new, used , refurbished products in API responses and concentrate only on new products. 5.System should distinguish between marketplace items and items sold by merchants based on respective API documentation. 6.Historical visualization can be made of lowest and highest price of each day. 7.For notification on user created watchlist, priced needs to be checked atleast on hourly basis. 8.Notifications can be in the form of email or text.</p>
"
p267,New Delhi,DIGITAL,"Good Programming Skills,Machine Learning for text summarization,Content extraction using Tika,Hadoop,REST Services,SpringBoot,Angular JS,HTML5,Spark,Elastic/Solar for search index,implementation of data pipe line and search indexes","<p>Create an application that takes pdfs of intern profiles and then provides an interface where admin team can do filtering on, Skills, branches, colleges, region etc. The user interface should list the profile summary of the candidates as result of filtering. A detailed view of candidate profile listing key attributes, such as skills, grades, college, and contact details should be displayed, if admin needs details more than the summary.</p>
"
p268,Mumbai,DIGITAL,"Python,Perl& Shell","<p>Analyze Network traffic between all network devices</p>
"
p272,Chennai,PHYGITAL,Good Programming Skills,"<p>Support Engineers are almost left orphan when it comes to the level of validation that they should do before pushing the changes into production. This use case acquires knowledge through machine learning and recommends validation cases for the minor changes</p>
"
p273,Chennai,PHYGITAL,Good Programming Skills,"<p>The criticality categorization of tickets in most cases are not in relevance to business impact when compared against several tickets that are in queue at a given point in time. This use case will prioritize the tickets based on the business criticality, comparing it agianst several tickets that are in queue at any given point in time. This will ensure top business critical tickets are always prioritized first.</p>
"
p280,Chennai,PHYGITAL,Good Programming Skills,"<p>A neural net model should be developed to retrieve the predefined information from the legal documents as part of information retrieval and have to apply to identify the extracted information has the predefined text, if it is available should mark as &quot;yes&quot; or else should mark as &quot;no&quot;. Role is to work on the neural net development and design a model to address the requirement in the larger volume and host the solution in a public cloud with complete security controls in place.</p>
"
p284,Chennai,DIGITAL,DB concepts,"<p>ABC is the cognitive automation product, Intelligently automate complete IT workflow with a set of activities, methods and procedures involved to perform the Development/Deployment roles effectively and efficiently which meets the automation goals as expected or agreed with the customer. ABC allows to solve any IT challenges by identifying root causes by identifying root causes of problems in minutes instead of hours or days, ABC adds business value from day one. It also frees up your IT team&rsquo;s valuable time by automating routine tasks&mdash;without scripting or pre-programming&mdash;and allows them to focus on strategic initiatives. Multiple skills are involved in Ignio automation for different platforms like windows, Linux, Oracle,Network,Unix, web applications and many more. The automation skills learnt here will be very much adopted in multiple areas. Few examples where these automation skills can be adopted, Database: Good in PL/SQL, basic knowledge of Oracle,MSSQL,Postgress DB concepts with Ignio automation skills are the addedd benefit in the career goal. with ABC automation skills are the added benefit in the career goal.</p>
"
p286,Gandhinagar,DIGITAL,Good Programming Skills,"<p>Fast changing lifestyles, strong income growth and favourable demographic patterns is leading workplace to expand at a rapid pace. In such busy world we require flexibility over our workplace culture.In this project we will be using Azure AI and ML and we will automate the attendence process by using the security camera and detecting the face there by marking attendance for the employee.</p>
"
p287,Gandhinagar,DIGITAL,Good Programming Skills,"<p>OCR technology can be used to convert a hard copy of a document into an electronic version (or soft copy). For example, if you scan a multipage document into a digital image, such as a TIFF file, you can load the document into an OCR program, which will recognize the text and convert the document to an editable text file. Some OCR programs allow you to scan a document and convert it to a word processing document in a single step.</p>
"
p290,Hyderabad,PHYGITAL,"PostGres Database,Angular6,PostGIS,Spring,Hibernate,J2EE, ReactNet,Google Maps,UI/UX","<p>The ability to track fleet assets in real time is becoming increasingly important as companies look to provide more accurate estimated times of arrival to customers, drive efficiencies, and a better overall customer experience. ABC DigiFleet suite for fleet management. Increasingly, industries rely upon effective transportation management practices to ensure on-time delivery with improved service lev els and customer satisfaction. ABC designed ABC DigiFleet as a cloud-hosted, end-to-end smart logistics and transportation solution that features out-of- the-box offerings across multiple industries. Customer Expectations Driving IoT Adoption for Fleets The global market for IoT applications continues to grow, with new use cases being developed constantly. Customer expectations drive the need for IoT- Tracking assets in real time improves ETAs, customer service, and efficiency. An IoT- enabled fleet management solution provides more data for improved visibility. ABC DigiFleet solution can increase visibility and versatility for fleet owners. Technology stack used for developing DigiFleet solutions are Technical components of ABC DigiFleet are responsive web application, Hybrid Mobile applications, IoT Platforms interface, Device Data processing with Cloud deployment. Technologies used in ABC DigiFleet are PostGres Database, Angular 6, PostGIS, Spring, Hibernate, J2EE, ReactNet, Google Maps. Automated test scripts in respective technology is mandate to ensure no application issue with Integation.</p>
"
p291,Hyderabad,PHYGITAL,"Java, .net, HTML, CSS, Angural JS, Python, Any CMS","<p>XYZ unit has been working in the areas of Digital Marketing, Digital Commerce, Digital Channels and Digital Workplace. We are working with Mareque customers across the globe and working on various areas like CMS, DAM, Mobility, Chatbot, Creative etc. Various technological skills are Hybris, AEM, Sitefinity, Sitecore, Acquia, iOS, Anroid, Python, PowerApps, Sharepoint, Drupal, Magento, etc</p>
"
p292,Chennai,PHYGITAL,"Java, Python, Ruby, iOS, Android, Angular, Node,ReactJS, excel","<p>The dotcom platform gives nextgen experience to customers through solutions that have a direct business impact. We are looking for bright engineers who have a passion to learn new technologies and to solve complex problems on a day to day basis in a highly competitive &amp; fun environment. The interns will be working on a POC using a proprietary UI framework to achieve optimal site performance that is expected to yield a 40% improvement in site performance. This will help achieve a best in class customer experience on the website.</p>
"
p294,Trivandrum,PHYGITAL,"Blockchain, MS Azure Cloud, Micro service architecture,  Angular , Java Sprint Boot","<p>Theoritical awareness and hands on experience on the development on POC&#39;s.</p>
"
p295,Trivandrum,PHYGITAL,"Blockchain, MS Azure Cloud, Micro service architecture,  Angular , Java Sprint Boot","<p>Theoritical awareness and hands on experience on the development on POC&#39;s.</p>
"
p298,Trivandrum,PHYGITAL,"Blockchain, MS Azure Cloud, Micro service architecture,  Angular , Java Sprint Boot","<p>Theoritical awareness and hands on experience on the development on POC&#39;s.</p>
"
p299,Chennai,PHYGITAL,"Java , J2EE Visualization tools knowledge  like Tableau/Power BI/ Converting wireframes/ Visual designs into UIAdvance Analytics Machine Learining Python /R  , Azur","<p>CPG Practice Domain &amp; Innovation team is working on Innovation with collaboration with multiple stakeholder developing solutions for CPG Industry across the value chain. These require niche digital technologies such as Advance Analytcis , Cloud , Big Data, Machine Learning, NLP, Kibana, Logstash, Elastic Search, Power BI, Tableau, HTML5, Android, Azure Cloud, AWS Cloud etc. Developer would work on the Data visualization layer as UX/UI Developer / RPA Developer and Will be trained on different tools like Power BI, Tableau.Associate should have Java J2EE knowledge.</p>
"
p300,Delhi,PHYGITAL,J2EE,"<p>IOT practice team is working on developing solutions for CPG (or FMCG as they call in India) Industry across the value chain. These solution are developed using niche digital technologies such as IOT platforms(PTC Thingworx, Azure IOT, AWS IOT,GE Predix, TCUP), Big Data, Machine Learning, NLP, Kibana, Logstash, Elastic Search, Power BI, Tableau, HTML5, Android, Azure Cloud, AWS Cloud etc. We need Blockchain developers. The developer will be trained on different Block Chain technological platforms like Hyperledger, Ethereum, Corda, R3.Associate should have Java J2EE knowledge.</p>
"
p302,Delhi,PHYGITAL,"Angular JS/ Node JS,CSS3,Converting wireframes/ Visual designs into UI","<p>IOT practice team is working on developing solutions for CPG (or FMCG as they call in India) Industry across the value chain. These solution are developed using niche digital technologies such as IOT platforms(PTC Thingworx, Azure IOT, AWS IOT,GE Predix, TCUP), Big Data, Machine Learning, NLP, Kibana, Logstash, Elastic Search, Power BI, Tableau, HTML5, Android, Azure Cloud, AWS Cloud etc. We need UI/UX developers. Developer would work on the Data visualization layer of IoT solutions. Will be trained on different tools like Power BI, Tableau, Kibana, Logstash, Elastic Search etc.</p>
"
p303,Kolkata,PHYGITAL,Good RDBMS understaning and PL-SQL expertise,"<p>Integration as a Product is concept in which we try to develop a Integration layer for retail customers such that any day to day integration requirements and implementation can be handled by the business users themselves without compromising on any of the industry best practise, standards and patterns for Enterprise Integrations. The intern is expected to work on developing the modules for this product as PoC.</p>
"
p304,Kolkata,PHYGITAL,Understanding of any of the SQL DB like Mongo DB,"<p>A plugable end to end monitoring framework for Integrations that would enable centralized monitoring of transactions, integration resources, error logs, audit logs, any defined KPIs. The intern is expected to work along with the team involved in developing the framework.</p>
"
p307,Chennai,PHYGITAL,AI,"<p>Developing solutions for the  Research Lab - These include industry defining solutions in the areas of Customer Experience and Store of the Future using technologies of AI, ML, IOT, Blockchain, AR and VR. We would expect a quickly developed pilot that could be demoed in one of the retail areas using latest digital technologies.</p>
"
p309,Chennai,PHYGITAL,Machine Learning,"<p>Business users requires a predicted data for future period to increase the performance of the UNIT. Design and develop the solution to do predictive analysis of Revenue for future periods based on past year data(KPIs like Headcount,Effort,) across different ISUs. Internsip opportunity expets the developer to perform internal data analysis and apply machine learning techniques on the historic data for furturistics decision making.</p>
"
p313,Indore,PHYGITAL,Mongo DB,"<p>Transformation of existing Legacy Entitlement Process, using workflows and API based approach - which will integrate with several endpoints. Application modernization using spring boot microservices.</p>
"
p314,Indore,PHYGITAL,"Python,dockers","<p>Development a certified Framework on DCOS to build frame work slide couchbase and Minio.</p>
"
p315,Indore,PHYGITAL,"soap,micro services","<p>SOA microservice adapter to interact with downstream application,Like SAP Sibel CRM system, pull required information using payload and supply it other system and work with WSDL generation.</p>
"
p316,Lucknow,PHYGITAL,SpringBoot,"<p>TS Limited has embarked upon the Steel Recycling Business (SRB), for the collection, processing and sales of ferrous scrap. Development of Mobile Apps on Android and iOS platform. Admin web application for SRB. Using Google cloud platform for DevOps activities in SRB. Deliver a product with features like Vendor Management, Access Management, Procurement, Cost and Payment and Sales &amp; Management. </p>
"
p317,Lucknow,PHYGITAL,SpringBoot,"<p>TS has taken an initiative to strategies and refocus on their Marketing &amp; Sales (MS) operation. They had engaged Bain Consulting as their Business Consulting partner. Bain IT arm has developed 3 portals for TS namely Aashiyana, Compass and DigECA The portals are all in operations for last 10 months and Tata Steel is observing a lot of business boost through it. Currently ABC has been awarded the project to support all portals (BAU) and also for all further changes and enhancements over the Minimum Viable Product to give it a full shape platform to boost their M&amp;S operations. ABC is re-architecture the existing platform of Aashiyana, Compass and DigECA. In which UI integration and enhancements, data migration from Sql server to Mongo(NoSql) and Postgres is involved. Development of microservices and integration of APIs to TSL ERP. </p>
"
p318,Kolkata,PHYGITAL,J2EE,"<p>To create Serverless Microservice performing CRUD (create, read, update, delete) operations on database(MySQL/mongoDB). There will typically be single transaction to perform CRUD operation at a time. Therefore, only need a single microservice call for the operation. Also application will handle exception using Springboot.</p>
"
p319,Kolkata,PHYGITAL,SpringBoot,"<p>To configure a Spring Batch project with Spring Boot and Java configuration. This project will first Create a batch Job configuration and also manage load balancing at application level. The load balancing will be handled by spring boot given architecture(Such as load balancer annotation, service discovery etc.)</p>
"
p320,Chennai,PHYGITAL,Python,"<p>Cloud computing is the ability to reconfigure the computing environment quickly to adapt to changing business requirements, organizations can optimize spending, capacity can be automatically scaled up or down to meet fluctuating usuage patterns. Creating web applications that are secured, resilient and scalable is an essential part of any application architecture. A well-designed application should scale seamlessly as demand increases and decreases, should be secured and be resilient enough to withstand the loss of one or more compute resources. Develop secure, scalable &amp; resilient cloud application using multiple AWS services like IAM for service authentication, amazon S3 and Dynamo DB as data stores, integrate applications and data using AWS Lambda, API Gateway, SQS, SNS, and AWS Step functions, use containers in the development process, leverage the CI/CD pipeline to deploy applications on AWS. Interact with AWS services and develop solutions by using the AWS SDK. Role &ndash; AWS Apps Development &amp; Devops Engineering Expert</p>
"
p322,Chennai,PHYGITAL,Rest webservices ,"<p>Developing API&rsquo;s using Mulesoft technology is one of the emerging core digitization initiative in IT. Mulesoft development environment helps to increase the productivity and lower development cost. Plan is to build API&rsquo;s using Mulesoft technology. API need to consume required data from another API(eg:Open source API - &#39;Weather API&#39; which is available in open source) which they further transform the data in required format and display the required data as a outcome of this API in customized UI. We can display the weather report directly by consuming the data from Weather API. Next step is to deploy the developed API in Cloud hub and try to consume the same API from Mulesoft Anypoint platform. Role &ndash; Mulesoft Expert Developing API&rsquo;s using Mulesoft is one of the emerging core digitization initiative in IT. Mulesoft is a easy to use development environment is extremely important to increase the productivity and lower development cost. Role &ndash; Mulesoft developers</p>
"
p323,Bangalore,PHYGITAL,Spring Boot,"<p>One of the best Java microservices framework that works on top of languages for Inversion of Control, Aspect Oriented Programming, and others. Also utlize the Cloud techonolgy AWS being widly used accepted. Role - AWS Elastic Beanstalk is an easy-to-use service for deploying and scaling web applications and services developed with Java, .NET, PHP, Node.js, Python, Ruby and Go on familiar servers such as Apache, Nginx, Passenger, and IIS. Role - Java Micro services and AWS</p>
"
p324,Bangalore,PHYGITAL,Spring Boot,"<p>Develop multiple microservices using Spring Boot, Automate the unit/integration/load testing requirements using tools/frameworks like Junit/pact/jmeter etc.</p>
"
p325,Mumbai,PHYGITAL,Java,"<p>Every customer is looking for speed to market. To achieve this, API development cycle needs to be improved to deliver faster. We plan to automate development of APIs/ microservices using open source tools available in the market like Jhipster and Cuba etc. Or define our own way to automate API Creation for WSO2, Mulesoft , Azure etc.</p>
"
p327,Hyderabad,PHYGITAL, SQL,"<p>Integrate internal HR applications, while improving data movement between applications, devices. The project requires Design and development of an Integration based solution using DellBoomi. Integrate data from legacy applications to cloud by using available connectors in Dellboomi. Connected key employee and HR data sources to Workday, provided native-cloud API management and supported real-time data exchange among key applications. Boomi offered an expansive set of pre-built connectors that went beyond HR, which could support greater innovation and more sophisticated integration with less effort.</p>
"
p328,Bangalore,PHYGITAL,"Angular JS,Hiberante","<p>Retail Data Quality Assessment Framework Over the past few years, data quality has become a major concern for all clients in various activities, for instance in customer relationship management, data analysis, data integration or regulation requirements. Poor data quality generates maintenance issues, performance issues, customer dissatisfaction, reputation, additional operating costs or even strategic decisions. The rules will dynamically change the query outputs to fetch the real time data quality based on the boundaries set in the form of specific rule sets.</p>
"
p330,Chennai,PHYGITAL,Python,"<p>Given a set of secutiry controls, data points are collected to measure each control&#39;s effectiveness and status for any selected infra setup either for a tenant or for a specific technology tower.Interns shall learn how to define a control, how to monitor it to get insights into them by defining parameters for showcasing security posture for our cloud.</p>
"
p331,Chennai,PHYGITAL,Pyhon,"<p>Given a standard or baselined standard compliance controls, real time data collection shall be done from the selected products, data sources . Granual visibility and real time insights on compliance assurance &amp; adherence to the defined criteria will be made through a centralized compliance dashboard for any selected standard or requirement.Interns shall be learning cyber hygine &amp; ways to implement them in real world for our cloud compliance requirements</p>
"
p332,Chennai,PHYGITAL,Pyhon,"<p>Several changes are continuously applied to a infra component to adapt to ever changing requirements . This in turn takes a sytem or an environment to a state different from its original configuation . In this project, interns will be guided to understand baseline secured configuration, understand the drift throught each change and compare it with the required security compliance status for reporting . interns shall learn NIST Security Content Automation Protocol (SCAP) specifications &amp; how to automate this assessment for a selected environment for checking security configuration settings</p>
"
p333,Delhi,DIGITAL,"Java,WhatsApp coding,Twillio scipting, Analytics","<p>Project is to build a solution to utilize ServiceNow notification mechanism along with Twillio tool to send Critical incident notification to predefined whatsapp groups. This solution will help enable an effective notification mechanism to teams using whatsapp groups for day to day coordination.</p>
"
p334,Delhi,DIGITAL,"Java,Javascript, ServiceNow scripting","<p>Project is to build a prototype where ServiceNow mobile app can be activly used for one way (notifications) and two way (coordination) for critical issues.</p>
"
p335,Chennai,PHYGITAL,"Machine Learning,Data scientist","<p>Using Data science, IoT and machine learning predict the Usage pattern of consumer electronics and derive analytics from it</p>
"
p338,Pune,PHYGITAL,"Good Aptitude,Programming skills and Digital skills,Advanced Java","<p>TIN Video Connector provides a unique way for any business to expand its reach by connecting with anyone, anywhere and at anytime. It not only saves time for the business and its customers but at the same time it helps in improving the entire end to end process of how one conducts its business. Usage examples a. Medical consultation b. For conducting coaching/tuition classes c. Legal consultancy d. Financial consultancy e. Counselling There is need to enhance the capabilities of TIN Video Connector and one such capability is to have a screen sharing capability. Screen sharing will enable users to share their screen for others to view during the call. It should also allow other participants to annotate one user&#39;s screen.</p>
"
p339,Pune,PHYGITAL,"Good Aptitude,Programming skills and Digital skills,Machine Learning","<p>TIN Voice Framework is a component which does speech recognition. It can be used for voice commands and voice files as input for speech recognition. It is based on Machine Learning Techniques. This project work will be to contribute to enhance the voice recognition to also find the emotion, age and gender of the speaker. Project goal is to remove noise from the given voice input</p>
"
p343,Kolkata,PHYGITAL,Python,"<p>From a given feedback text, we need to understand what is topic or subject on which user is giving feedback. We need to autometically identify the keywords by using AI/ML. This will help us understand the subject of a given feedback.</p>
"
p344,Chennai,DIGITAL,"Self-motivated,problem-crushing attitude-Ability and willingness t","<p>We are a breed of creative Research team working on imagining the future possibilities with Algorithmic Retail. Envisioning the future retail here. We need Digital Innovators to work with us to Ideate, Innovate and Solve complex problems. We would expect a quickly developed pilot that could be demoed in one of the retail areas using latest digital technologies. - Be the conduit between business, technology and creative disciplines, to craft beautifully seamless experiences that deliver business outcomes - Being adept and quickly evolve from fuzzy problems to working solution prototypes while using the current and future state of digital technologies -Logical problem-solving skills coupled with ability to look at emerging ideas and technologies to identify new solutions - Must be self-motivated, disciplined, and takes responsibility for their own work</p>
"
p345,Hyderabad,PHYGITAL,"Raspberry Pi,Knowledge on libraries such as OpenCV","<p>Intention of this project is to replace the Manual/mechanical unlocking/locking of vehicles. Let&rsquo;s assume we have a two wheeler. Integrate a camera to the vehicle front panel. Whenever user hop onto the bike, with the help of motion sensors camera should be enabled, user face should be scanned. Developer should maintain valid users facial data for authentications and authorizations. If he/she a valid user, unlock the bike. In some cases, facial scanning may not go well or camera is not triggered. To overcome these scenarios insert a button next to camera, which can trigger the facial reading manually. If the user presses button more than 3 times and face still not recognized, send a alarm SuperUser/Owner and capture the face of invalid user and preserve if for further police actions. Try to upload the data and status of the vehicle to cloud with an regular intervals. If you don&rsquo;t want to play with your vehicle, you can simply work on a prototype. Once the vehicle unlocked, enable the power to ignition system. And also implement a feature that helps SuperUser/Owner to unlock the vehicle remotely using cloud (Please study the Zoom Car central lock/unlock system using mobile app). I&rsquo;d recommend to use Raspbery Pi/Arduino, however hardware and programming language selection is upto the developer interest. Try to use opensource cloud preoviders such as ThinkSpeak. Cover all the corner cases and vulnerabilities.</p>
"
p346,Mumbai,DIGITAL,Database,"<p>Graph Database concept have been around for quite sometime now, today we are moving towards a connected world, thus the importance of storing data in way that factors the connection (relation) is very important. A graph database is a database designed to treat the relationships between data as equally important to the data itself. It is intended to hold data without constricting it to a pre-defined model. Instead, the data is stored like we first draw it out &ndash; showing how each individual entity connects with or is related to others. (source - Neo4j.com). Graph Datas are forming a core component of todays industrial scale cognitive platforms. In this project the students are expected to 1) identify a process within the college / university like procurement or standarard industry processes like order to cash, procure to pay, record to report. Alternatively an open dataset can be used. 2) build a Graph model of the process 3) identify and implement use case that exploit the graph model and</p>
"
p347,Mumbai,DIGITAL,Machine Learning,"<p>In a manufactuting industry an enormous numbers are sensors and actuators are employed to achive production of desired product. Data from such devices are stored in huge data warehouses. Today with advent or Machine Learning there is an opportunity to use this data and derive insights that help in making business desicions. One such use in the manufacturing industry is Predictive Maintenance, here, historic sensor data is used to predict when a machine / device will fail (in future) so that appropriate action can be taken in anticipation of the event. The objective of this project is to build simple Regression or Classification model for predictive maintenance</p>
"
p348,Mumbai,DIGITAL,Machine Learning,"<p>Web pages are built using text-based mark-up languages (HTML and XHTML), and frequently contain a wealth of useful data in text form. However, most web pages are designed for human end-users and not for ease of automated use. Because of this, tool kits that scrape web content were created. A web scraper is an API or tool to extract data from a web site. (source wikipedia.org) The objective of this project is to build a web scrapping tool using python and various labiaries to extract data from website</p>
"
p350,Pune,PHYGITAL,Java,"<p>XYZ - a ABC product has capability to protect customer private data (PII data) using technology called data masking. Capability provides number of masking rules to mask customer PII data. The capability is provided as monolithic data service. It is not available in a micro services mode and hence not able to leverage capabilities of cloud like vertical scaling (scale operation as per demand by replicating service). It is not able to be consumed outside product provided its monolithic nature. And hence any addition of masking capability to external data pipeline is not possible. Another missing attribute in possibility is to charge customers based on usage. We want to bring in all these attributes like vertical scaling, pluggability into external data pipeline and usage based pricing in masking capability. Hence, we plan to build data masking as a micro service. As part of this project, student will get exposed to micro services architecture and related spring boot based java j2ee technology. Student will be exposed to key concepts of cloud. At the end of project, deliverable is micro services based XYZ data masking service.</p>
"
p351,Pune,PHYGITAL,Python,"<p>XYZ - a ABC product has capability to deduplicate customer data based on criteria like fuzzy name matching, address matching. Data deduplication is way to remove duplicate customer records and merge them into single record. This is an important activity for any organization in order to do effective data analysis over customer data. Capability is mature and is being used by number of customers. There is similar ask from manufacturing sector to deduplicate item master data. Many a times same item is entered multiple times because of minor variation in either its brand name or size unit. Example, 100 g of Britannia Cheese can be represented as 100 g or 100 gm or 0.1 KG. Add to this multi geography dimension like, same Cheese in US might be measured in Ounce. Such deviation leads to duplication of data in database. We need to build a ML based capability which will identify such duplicates and make it standardized. An ML based clustering approach need to be coded. As part of this project, student will be exposed to various ML based algorithms and techniques. Users are exposed to Python, Java and many such programming languages. Deliverable of this project is ML based item master deduplication prototype</p>
"
p353,Mumbai,DIGITAL,Perl& ShellAPI integration,"<p>API integration with standard ITSM tool. Security change management process need to be automated wherin ITSM tool like Servicenow would talk to Security Management tools Like alogosec to provide complete automation in change management processes for Network Security related changes</p>
"
p355,Mumbai,DIGITAL,Network SecurityAPI integration,"<p>Migration of securities policies from one type firewall to another vendor firewall</p>
"
p356,Bangalore,PHYGITAL,Good Programming Skills,"<p>Smart facility solution has data stored in Data base. Need to extract the data from database and run analytics on the data to understand the uncertainities, derive relation with the different sensor data and generate a value of of this. Suggest the control action to achieve the value and confrm the evaluation</p>
"
p360,Bangalore,PHYGITAL,"ML,TensorFlow","<p>Adaptive othomosaic 3D surface from 2D images. Flatening with ring feature stitching.</p>
"
p361,Mumbai,DIGITAL,"Cloud,Devops tools","<p>UX and Devops based modern architecture - Evaluation of frameworks and Proof of concetps</p>
"
p362,Mumbai,DIGITAL,"OOP Concepts,Ionic Framework","<p>XYZ is state-of-art ABC product for lifecycle of asset management. It consists of distinct modules like Asset Planning, Asset Procurement, Asset Inventorization, Asset Operations and Asset Retirement. ABC being primarily a service based company, getting hands-on Product Development experience will be a niche and valuable skill set to the interns. As a pre-requisite to working on XYZ, the candidate is required to have thorough knowledge of technologies such as : HTML, CSS, Typescript, OOP Concepts, Mysql, Angular 7 Framework, Ionic Framework, Nodejs The currently live XYZ (1.0) is primarily built for handling the Asset Operations (Asset Allocation, AMC, Preventive Maintenance (PM), Breakdown Maintenance (BM), etc.. apart from an adhoc functionality (AmbienceMax) for digitizing Request Workflows). This is being revamped to XYZ 2.0, with a better, stable, more responsive &amp; user-interactive UI. So, primary focus is on improving the UI, without changing any existing business-logic.</p>
"
p363,Mumbai,DIGITAL,"Typescript,MySQL - Good Database Concepts","<p>XYZ is state-of-art ABC product for lifecycle of asset management. It consists of distinct modules like Asset Planning, Asset Procurement, Asset Inventorization, Asset Operations and Asset Retirement. ABC being primarily a service based company, getting hands-on Product Development experience will be a niche and valuable skill set to the interns. As a pre-requisite to working on XYZ, the candidate is required to have thorough knowledge of technologies such as : HTML, CSS, Typescript, OOP Concepts, Mysql, Angular 7 Framework, Ionic Framework, Nodejs The currently live XYZ (1.0) is primarily built for handling the Asset Operations (Asset Allocation, AMC, Preventive Maintenance (PM), Breakdown Maintenance (BM), etc.. apart from an adhoc functionality (AmbienceMax) for digitizing Request Workflows). This is being revamped to XYZ 2.0, with a better, stable, more responsive &amp; user-interactive UI. So, primary focus is on improving the UI, without changing any existing business-logic.</p>
"
p364,Mumbai,DIGITAL,"MySQL     ,Angular 7  Framework","<p>XYZ is state-of-art ABC product for lifecycle of asset management. It consists of distinct modules like Asset Planning, Asset Procurement, Asset Inventorization, Asset Operations and Asset Retirement. ABC being primarily a service based company, getting hands-on Product Development experience will be a niche and valuable skill set to the interns. As a pre-requisite to working on XYZ, the candidate is required to have thorough knowledge of technologies such as : HTML, CSS, Typescript, OOP Concepts, Mysql, Angular 7 Framework, Ionic Framework, Nodejs The currently live XYZ (1.0) is primarily built for handling the Asset Operations (Asset Allocation, AMC, Preventive Maintenance (PM), Breakdown Maintenance (BM), etc.. apart from an adhoc functionality (AmbienceMax) for digitizing Request Workflows). This is being revamped to XYZ 2.0, with a better, stable, more responsive &amp; user-interactive UI. So, primary focus is on improving the UI, without changing any existing business-logic.</p>
"
p365,Mumbai,DIGITAL,"Typescript,MySQL - Good Database Concepts","<p>XYZ is state-of-art ABC product for lifecycle of asset management. It consists of distinct modules like Asset Planning, Asset Procurement, Asset Inventorization, Asset Operations and Asset Retirement. ABC being primarily a service based company, getting hands-on Product Development experience will be a niche and valuable skill set to the interns. As a pre-requisite to working on XYZ, the candidate is required to have thorough knowledge of technologies such as : HTML, CSS, Typescript, OOP Concepts, Mysql, Angular 7 Framework, Ionic Framework, Nodejs The currently live XYZ (1.0) is primarily built for handling the Asset Operations (Asset Allocation, AMC, Preventive Maintenance (PM), Breakdown Maintenance (BM), etc.. apart from an adhoc functionality (AmbienceMax) for digitizing Request Workflows). This is being revamped to XYZ 2.0, with a better, stable, more responsive &amp; user-interactive UI. So, primary focus is on improving the UI, without changing any existing business-logic.</p>
"
p366,Mumbai,DIGITAL,Good Programming Skills,"<p>XYZ is state-of-art ABC product for lifecycle of asset management. It consists of distinct modules like Asset Planning, Asset Procurement, Asset Inventorization, Asset Operations and Asset Retirement. ABC being primarily a service based company, getting hands-on Product Development experience will be a niche and valuable skill set to the interns. As a pre-requisite to working on XYZ, the candidate is required to have thorough knowledge of technologies such as : HTML, CSS, Typescript, OOP Concepts, Mysql, Angular 7 Framework, Ionic Framework, Nodejs The currently live XYZ (1.0) is primarily built for handling the Asset Operations (Asset Allocation, AMC, Preventive Maintenance (PM), Breakdown Maintenance (BM), etc.. apart from an adhoc functionality (AmbienceMax) for digitizing Request Workflows). This is being revamped to XYZ 2.0, with a better, stable, more responsive &amp; user-interactive UI. So, primary focus is on improving the UI, without changing any existing business-logic.</p>
"
p367,Mumbai,DIGITAL,Good Programming Skills,"<p>XYZ is state-of-art ABC product for lifecycle of asset management. It consists of distinct modules like Asset Planning, Asset Procurement, Asset Inventorization, Asset Operations and Asset Retirement. ABC being primarily a service based company, getting hands-on Product Development experience will be a niche and valuable skill set to the interns. As a pre-requisite to working on XYZ, the candidate is required to have thorough knowledge of technologies such as : HTML, CSS, Typescript, OOP Concepts, Mysql, Angular 7 Framework, Ionic Framework, Nodejs The currently live XYZ (1.0) is primarily built for handling the Asset Operations (Asset Allocation, AMC, Preventive Maintenance (PM), Breakdown Maintenance (BM), etc.. apart from an adhoc functionality (AmbienceMax) for digitizing Request Workflows). This is being revamped to XYZ 2.0, with a better, stable, more responsive &amp; user-interactive UI. So, primary focus is on improving the UI, without changing any existing business-logic.</p>
"
